	level_0	index	Funktion	Ratsmitglied	Zutrittsberechtigte	document	page
276	316	18	Vereinigung Schweizerischer Privatbanken	Nidegger Yves, UDC/GE	Zijdenbos Theo	zutrittsberechtigte-nr.pdf	18
277	317	19	Institute for Security Analysis and Strategic Networking		Bollag Josef	zutrittsberechtigte-nr.pdf	18
278	318	20	Invité(e)	Nordmann Roger, PSS/VD	Cherix François	zutrittsberechtigte-nr.pdf	18
279	319	21	Verkehrsclub Schweiz		Leumann Luc	zutrittsberechtigte-nr.pdf	18
280	320	0	Gast	Nussbaumer Eric, SP/BL	Hegi Roger	zutrittsberechtigte-nr.pdf	19
281	321	1	AEE Suisse; CRK		Batzli Stefan	zutrittsberechtigte-nr.pdf	19
282	322	2		Paganini Nicolo, CVP/SG		zutrittsberechtigte-nr.pdf	19
283	323	3				zutrittsberechtigte-nr.pdf	19
284	324	4	CCIF du canton de Fribourg	Page Pierre-André, UDC/FR	Jenny René	zutrittsberechtigte-nr.pdf	19
285	325	5				zutrittsberechtigte-nr.pdf	19
286	326	6	Repubblica e Cantone Ticino, Area delle relazioni esterne	Pantani Roberta, Lega/TI	Canova Jacopo	zutrittsberechtigte-nr.pdf	19
287	327	7				zutrittsberechtigte-nr.pdf	19
288	328	8	Gewerkschaft Unia, Sektor Industrie	Pardini Corrado, SP/BE	Wyss Manuel	zutrittsberechtigte-nr.pdf	19
289	329	9				zutrittsberechtigte-nr.pdf	19
290	330	10	Schweiz. Versicherungsverband	Pezzatti Bruno, FDP-Liberale/ZG	Mühlethaler Jan	zutrittsberechtigte-nr.pdf	19
291	331	11	Schweizer Obstverband		Enggasser Josiane	zutrittsberechtigte-nr.pdf	19
292	332	12	Studerus und Partner AG	Pfister Gerhard, CVP/ZG	Studerus Konrad	zutrittsberechtigte-nr.pdf	19
293	333	13	Dynamics Group AG		Mutter Bettina	zutrittsberechtigte-nr.pdf	19
294	334	14	scienceindustries	Pieren Nadja, SVP/BE	Sennhauser Marcel	zutrittsberechtigte-nr.pdf	19
295	335	15				zutrittsberechtigte-nr.pdf	19
296	337	1			Zutrittsberechtigte	zutrittsberechtigte-nr.pdf	20
297	339	3			Accrédités	zutrittsberechtigte-nr.pdf	20
298	341	5			Accreditati	zutrittsberechtigte-nr.pdf	20
299	344	8	Krebsliga	Piller Carrard Valérie, PSS/FR	Lenz Franziska	zutrittsberechtigte-nr.pdf	20
300	345	9	KPMG	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	zutrittsberechtigte-nr.pdf	20
301	346	10	Schweizerische Bankiervereinigung		Lipp Silvan	zutrittsberechtigte-nr.pdf	20
302	347	11	BDP Luzern	Quadranti Rosmarie, BDP/ZH	Kläfiger Denis	zutrittsberechtigte-nr.pdf	20
303	348	12	Pinkcross		Heggli Roman	zutrittsberechtigte-nr.pdf	20
304	349	13	UPC	Quadri Lorenzo, Lega/TI	Aschwanden Jürg	zutrittsberechtigte-nr.pdf	20
305	350	14	Collaboratore/trice personale	Regazzi Fabio, CVP/TI	Trisconi Michela	zutrittsberechtigte-nr.pdf	20
306	351	15	furrerhugi.ag Svizzera italiana		Geninazzi Angelo	zutrittsberechtigte-nr.pdf	20
307	352	16	Piratenpartei	Reimann Lukas, SVP/SG	Fouquet Pascal	zutrittsberechtigte-nr.pdf	20
308	353	17	Persönliche/r Mitarbeiter/in		Fischer Roman Jürg	zutrittsberechtigte-nr.pdf	20
309	354	18	Gast	Reimann Maximilian, SVP/AG	Reimann Johann Peter	zutrittsberechtigte-nr.pdf	20
310	355	19	Persönliche/r Mitarbeiter/in		Hilty Robert P.	zutrittsberechtigte-nr.pdf	20
311	356	20	Initiative des Alpes	Reynard Mathias, PSS/VS	Pasquier Isabelle	zutrittsberechtigte-nr.pdf	20
312	357	21	Réseau FUTURE		Pilloud Xavier	zutrittsberechtigte-nr.pdf	20
313	359	1			Zutrittsberechtigte	zutrittsberechtigte-nr.pdf	21
314	361	3			Accrédités	zutrittsberechtigte-nr.pdf	21
315	363	5			Accreditati	zutrittsberechtigte-nr.pdf	21
316	366	8	Swisscleantech	Riklin Kathy, CVP/ZH	Weissen Roman	zutrittsberechtigte-nr.pdf	21
317	367	9	BIOMASSE Suisse		Wellinger Arthur	zutrittsberechtigte-nr.pdf	21
318	368	10	usam	Rime Jean-François, UDC/FR	Krattinger Alexa	zutrittsberechtigte-nr.pdf	21
319	369	11	Gast		Christen Beat	zutrittsberechtigte-nr.pdf	21
320	370	12	Schweizer Bauernverband	Ritter Markus, CVP/SG	Rufer Martin	zutrittsberechtigte-nr.pdf	21
321	371	13	Schweizer Bauernverband		Schneider Urs	zutrittsberechtigte-nr.pdf	21
322	372	14		Rochat Fernandez Nicolas, PSS/VD		zutrittsberechtigte-nr.pdf	21
323	373	15	Association des entreprises électriques suisses AES	Roduit Benjamin, PDC/VS	Martin Dominique	zutrittsberechtigte-nr.pdf	21
324	374	16	Seilbahnen Schweiz		Odermatt Sepp	zutrittsberechtigte-nr.pdf	21
325	375	17	Associazioni economiche ticinesi	Romano Marco, CVP/TI	Rossi Michele	zutrittsberechtigte-nr.pdf	21
326	376	18	Travail.Suisse		Borioli Sandoz Valérie	zutrittsberechtigte-nr.pdf	21
327	377	19	Berner Bauernverband	Rösti Albert, SVP/BE	Rüegsegger Hans Jörg	zutrittsberechtigte-nr.pdf	21
328	378	20	Persönliche/r Mitarbeiter/in	Ruppen Franz, SVP/VS	Decurtins Marco	zutrittsberechtigte-nr.pdf	21
329	379	21	Gast		Graber Michael	zutrittsberechtigte-nr.pdf	21
330	380	0		Rutz Gregor, SVP/ZH		zutrittsberechtigte-nr.pdf	22
331	381	1				zutrittsberechtigte-nr.pdf	22
332	382	2	Stiftung Landschaftsschutz SL-FP	Rytz Regula, GPS/BE	Rodewald Raimund	zutrittsberechtigte-nr.pdf	22
333	383	3	Union Syndicale Suisse USS		Perret Ducommun Laura	zutrittsberechtigte-nr.pdf	22
334	384	4	Persönliche/r Mitarbeiter/in	Salzmann Werner, SVP/BE	Panayides Aliki	zutrittsberechtigte-nr.pdf	22
335	385	5				zutrittsberechtigte-nr.pdf	22
336	386	6	Persönliche/r Mitarbeiter/in	Sauter Regine, FDP-Liberale/ZH	Senn Mario	zutrittsberechtigte-nr.pdf	22
337	387	7				zutrittsberechtigte-nr.pdf	22
338	388	8	Travail.Suisse	Schenker Silvia, SP/BS	Kuert Killer Matthias	zutrittsberechtigte-nr.pdf	22
339	389	9	H+ Die Spitäler der Schweiz		Bienlein Martin	zutrittsberechtigte-nr.pdf	22
340	390	10	suissetec	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	zutrittsberechtigte-nr.pdf	22
341	391	11	Schweizerischer Arbeitgeberverband		Müller Roland A.	zutrittsberechtigte-nr.pdf	22
342	392	12	Gast	Schläpfer Therese, SVP/ZH	Schläpfer Bruno	zutrittsberechtigte-nr.pdf	22
343	393	13				zutrittsberechtigte-nr.pdf	22
344	394	14	Treuhand Suisse	Schneeberger Daniela, FDP-Liberale/BL	Jenni Vanessa	zutrittsberechtigte-nr.pdf	22
345	395	15		Schaller Carina	Schweizerische Bankiervereinigung	zutrittsberechtigte-nr.pdf	22
346	396	0	pro natura	Schneider Schüttel Ursula, SP/FR	Jegher Stella	zutrittsberechtigte-nr.pdf	23
347	397	1	Jugendsession		Schweri Florian	zutrittsberechtigte-nr.pdf	23
348	398	2	Novartis	Schneider-Schneiter Elisabeth, CVP/BL	Huber Peter Andreas	zutrittsberechtigte-nr.pdf	23
349	399	3				zutrittsberechtigte-nr.pdf	23
350	400	4		Schwander Pirmin, SVP/SZ		zutrittsberechtigte-nr.pdf	23
351	401	5				zutrittsberechtigte-nr.pdf	23
352	402	6	WWF Schweiz	Seiler Graf Priska, SP/ZH	Fust Michael	zutrittsberechtigte-nr.pdf	23
353	403	7	Fachstelle Frauenhandel und Frauenmigration		Angelini Rebecca	zutrittsberechtigte-nr.pdf	23
354	404	8	Agrarallianz	Semadeni Silva, SP/GR	Dietler Christof	zutrittsberechtigte-nr.pdf	23
355	405	9	Pro Natura		Strozzi Elena	zutrittsberechtigte-nr.pdf	23
356	406	10	JBDP Kanton Bern	Siegenthaler Heinz, BDP/BE	Huissoud Nicolas	zutrittsberechtigte-nr.pdf	23
357	407	11	Handels-und Industrieverein Kanton Bern		Rohrbach Kurt	zutrittsberechtigte-nr.pdf	23
358	408	12		Sollberger Sandra, SVP/BL		zutrittsberechtigte-nr.pdf	23
359	409	13				zutrittsberechtigte-nr.pdf	23
360	410	14	AGILE.CH	Sommaruga Carlo, PSS/GE	Rouvenaz Badoud Catherine	zutrittsberechtigte-nr.pdf	23
361	411	15		Matile Laurent	Alliance Sud	zutrittsberechtigte-nr.pdf	23
362	413	1			Zutrittsberechtigte	zutrittsberechtigte-nr.pdf	24
363	415	3			Accrédités	zutrittsberechtigte-nr.pdf	24
364	417	5			Accreditati	zutrittsberechtigte-nr.pdf	24
365	420	8	Persönliche/r Mitarbeiter/in	Stamm Luzi, SVP/AG	Stöcklin Guido Heinz	zutrittsberechtigte-nr.pdf	24
366	421	9	Persönliche/r Mitarbeiter/in		Schöni Roland	zutrittsberechtigte-nr.pdf	24
367	422	10		Steinemann Barbara, SVP/ZH		zutrittsberechtigte-nr.pdf	24
368	423	11	Persönliche/r Mitarbeiter/in	Streiff-Feller Marianne, EVP/BE	Schwarz Johannes	zutrittsberechtigte-nr.pdf	24
369	424	12	INSOS Schweiz		Saxenhofer Peter	zutrittsberechtigte-nr.pdf	24
370	425	13	WWF Suisse	Thorens Goumaz Adèle, PES/VD	Graf Manuel	zutrittsberechtigte-nr.pdf	24
371	426	14	Greenpeace		Giovanoli Remco	zutrittsberechtigte-nr.pdf	24
372	427	15	Pro Natura	Töngi Michael, GPS/LU	Liner Marcel	zutrittsberechtigte-nr.pdf	24
373	428	16	Schweizer Heimatschutz		Schmid Adrian	zutrittsberechtigte-nr.pdf	24
374	429	17	Collaborateur(rice) personnel(le)	Tornare Manuel, PSS/GE	Byland Karin	zutrittsberechtigte-nr.pdf	24
375	430	18	Collaborateur(rice) personnel(le)		Chiavaroli Danielle	zutrittsberechtigte-nr.pdf	24
376	431	19	Gast	Trede Aline, GPS/BE	Kämpf Matto	zutrittsberechtigte-nr.pdf	24
377	432	20	Gast		Nydegger Zara	zutrittsberechtigte-nr.pdf	24
378	433	21	SVP des Kt. Zürich	Tuena Mauro, SVP/ZH	Wegelin Reinhard	zutrittsberechtigte-nr.pdf	24
379	434	22	Junge SVP Schweiz		Fischer Benjamin	zutrittsberechtigte-nr.pdf	24
380	435	0		Vitali Albert, FDP-Liberale/LU		zutrittsberechtigte-nr.pdf	25
381	436	1				zutrittsberechtigte-nr.pdf	25
382	437	2	Verband öffentlicher Verkehr, Seilbahnen Schweiz	Vogler Karl, csp-ow/OW	Stückelberger Ueli	zutrittsberechtigte-nr.pdf	25
383	438	3	Verband Schweizerischer Kantonalbanken		Steiner Adrian	zutrittsberechtigte-nr.pdf	25
384	439	4	PGLR (Parlamentarische Gruppe Luft- und Raumfahrt)	Vogt Hans-Ueli, SVP/ZH	Kristensen Philip Holmgaard	zutrittsberechtigte-nr.pdf	25
385	440	5				zutrittsberechtigte-nr.pdf	25
386	441	6	Gast	von Siebenthal Erich, SVP/BE	Minder Heinrich	zutrittsberechtigte-nr.pdf	25
387	442	7	Berner Waldbesitzer		Flückiger Stefan	zutrittsberechtigte-nr.pdf	25
388	443	8	Farner Consulting AG	Walliser Bruno, SVP/ZH	Richner Andreas	zutrittsberechtigte-nr.pdf	25
389	444	9	VFAS - Verband freier Autohandel		Kunz Roger	zutrittsberechtigte-nr.pdf	25
390	445	10	Schweizerischer Arbeitgeberverband	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	zutrittsberechtigte-nr.pdf	25
391	446	11	Persönliche/r Mitarbeiter/in		Dolder-Troller Brigitta	zutrittsberechtigte-nr.pdf	25
392	447	12	Gast	Wasserfallen Christian, FDP-Liberale/BE	Wasserfallen Margret	zutrittsberechtigte-nr.pdf	25
393	448	13	Burson Marsteller		Thalhammer Alexandra	zutrittsberechtigte-nr.pdf	25
394	449	14		Wasserfallen Flavia, SP/BE		zutrittsberechtigte-nr.pdf	25
395	450	15				zutrittsberechtigte-nr.pdf	25
396	452	1			Zutrittsberechtigte	zutrittsberechtigte-nr.pdf	26
397	454	3			Accrédités	zutrittsberechtigte-nr.pdf	26
398	456	5			Accreditati	zutrittsberechtigte-nr.pdf	26
399	459	8	Invité(e)	Wehrli Laurent, PLR/VD	Depallens Yves	zutrittsberechtigte-nr.pdf	26
400	460	9	aqua viva	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	zutrittsberechtigte-nr.pdf	26
401	461	10	swisscleantech		Zeyer Christian	zutrittsberechtigte-nr.pdf	26
402	462	11	Terre des Femmes	Wermuth Cédric, SP/AG	Eggler Simone	zutrittsberechtigte-nr.pdf	26
403	463	12	Alpen-Initiative		Betschart Django	zutrittsberechtigte-nr.pdf	26
404	464	13	auto-schweiz	Wobmann Walter, SVP/SO	Burgener Andreas	zutrittsberechtigte-nr.pdf	26
405	465	14	strasseschweiz / routesuisse		Fantino Olivier	zutrittsberechtigte-nr.pdf	26
406	466	15	Persönliche/r Mitarbeiter/in	Wüthrich Adrian, SP/BE	Schluep Cécile	zutrittsberechtigte-nr.pdf	26
407	467	16	Kommunikation Travail.Suisse		Rosenkranz Linda	zutrittsberechtigte-nr.pdf	26
408	468	17	Gast	Zanetti Claudio, SVP/ZH	Schmid Claudio	zutrittsberechtigte-nr.pdf	26
409	469	18	Comparis - Public Affairs		Schneuwly Felix	zutrittsberechtigte-nr.pdf	26
410	470	19		Zuberbühler David, SVP/AR		zutrittsberechtigte-nr.pdf	26
411	471	0	Invité(e)	Addor Jean-Luc, UDC/VS	Perroud Bruno	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
412	472	1	Invité(e)		Kim Thierry	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
413	473	2	aaremilch AG	Aebi Andreas, SVP/BE	Schneider Donat	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
414	474	3				Register der Zutrittberechtigten 2016-01-21 N.pdf	2
415	475	4	Bildungsorganisation savoirsuisse	Aebischer Matthias, SP/BE	Bütikofer Etienne	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
416	476	5	Gast		Meyer Markus	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
417	477	6		Aeschi Thomas, SVP/ZG		Register der Zutrittberechtigten 2016-01-21 N.pdf	2
418	478	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	2
419	479	8		Allemann Evi, SP/BE		Register der Zutrittberechtigten 2016-01-21 N.pdf	2
420	480	9				Register der Zutrittberechtigten 2016-01-21 N.pdf	2
421	481	10	Etat de Vaud	Amarelle Cesla, PSS/VD	Jaquier Aline Sara	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
422	482	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	2
423	483	12	Centre patronal	Amaudruz Céline, UDC/GE	Eperon Patrick	Register der Zutrittberechtigten 2016-01-21 N.pdf	2
424	484	13				Register der Zutrittberechtigten 2016-01-21 N.pdf	2
425	485	14		Amherd Viola, CVP/VS		Register der Zutrittberechtigten 2016-01-21 N.pdf	2
426	486	15				Register der Zutrittberechtigten 2016-01-21 N.pdf	2
427	487	0	Gast	Ammann Thomas, CVP/SG	Ammann-Pridgar Gabi	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
428	488	1				Register der Zutrittberechtigten 2016-01-21 N.pdf	3
429	489	2	ASTAG Schweizerischer Nutzfahrzeugverband	Amstutz Adrian, SVP/BE	Jaussi Reto	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
430	490	3	Swiss Olympic		Schnegg Roger	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
431	491	4		Arnold Beat, SVP/UR		Register der Zutrittberechtigten 2016-01-21 N.pdf	3
432	492	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	3
433	493	6	Gast	Arslan Sibel, BastA/BS	Müller-Walz Urs	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
434	494	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	3
435	495	8	Wohnbaugenosschenschaften Schweiz	Badran Jacqueline, SP/ZH	Keller Ulrich	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
436	496	9	ASLOCA		Zwahlen Pierre	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
437	497	10	Conseil municipal Ville de Genève	Barazzone Guillaume, PDC/GE	Ricou Lionel	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
438	498	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	3
439	499	12	Persönliche/r Mitarbeiter/in	Barrile Angelo, SP/ZH	Helfenstein Urs	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
440	500	13	Gast		Hardmeier Marco	Register der Zutrittberechtigten 2016-01-21 N.pdf	3
441	501	14		Bauer Philippe, PLR/NE		Register der Zutrittberechtigten 2016-01-21 N.pdf	3
442	502	15				Register der Zutrittberechtigten 2016-01-21 N.pdf	3
443	503	0		Bäumle Martin, glp/ZH		Register der Zutrittberechtigten 2016-01-21 N.pdf	4
444	504	1				Register der Zutrittberechtigten 2016-01-21 N.pdf	4
445	505	2		Béglé Claude, PDC/VD		Register der Zutrittberechtigten 2016-01-21 N.pdf	4
446	506	3				Register der Zutrittberechtigten 2016-01-21 N.pdf	4
447	507	4	Musikschaffende Schweiz	Bertschy Kathrin, glp/BE	Trummer Christoph	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
448	508	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	4
449	509	6		Bigler Hans-Ulrich, FDP-Liberale/ZH		Register der Zutrittberechtigten 2016-01-21 N.pdf	4
450	510	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	4
451	511	8	Stiftung für Konsumentenschutz	Birrer-Heimo Prisca, SP/LU	Stalder Sara	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
452	512	9				Register der Zutrittberechtigten 2016-01-21 N.pdf	4
453	513	10	Collaborateur(rice) personnel(le)	Borloz Frédéric, PLR/VD	Miauton Philippe	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
454	514	11	Invité(e)		Bédat Stéphanie	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
455	515	12	Invité(e)	Bourgeois Jacques, PLR/FR	Egger Francis	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
456	516	13	Collaborateur(rice) personnel(le)		Halter Liliane	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
457	517	14	Persönliche/r Mitarbeiter/in	Brand Heinz, SVP/GR	Nold Rebetez Verena	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
458	518	15		Egger Beda	Persönliche/r Mitarbeiter/in	Register der Zutrittberechtigten 2016-01-21 N.pdf	4
459	519	0	Ecopolitics	Brélaz Daniel, PES/VD	Jakob Stefan	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
460	520	1	pro natura		Michaud Gigon Sophie	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
461	521	2	Gast	Brunner Toni, SVP/SG	Friedli Esther	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
462	522	3	Verband Stahl-, Metall- und Papier-Recycling Schweiz		Bähler Thomas	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
463	523	4		Büchel Roland Rino, SVP/SG		Register der Zutrittberechtigten 2016-01-21 N.pdf	5
464	524	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	5
465	525	6	Gast	Büchler Jakob, CVP/SG	Christen Beat	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
466	526	7	Gast		Ruckstuhl Thomas	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
467	527	8	UDC Vaud	Buffat Michaël, UDC/VD	Grangier Kevin	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
468	528	9				Register der Zutrittberechtigten 2016-01-21 N.pdf	5
469	529	10	Invité(e)	Bühler Manfred, UDC/BE	Röthlisberger Claude	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
470	530	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	5
471	531	12	Invité(e)	Bulliard-Marbach Christine, CVP/FR	Bulliard Daniel	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
472	532	13	Gast		Pilloud Xavier	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
473	533	14	Persönliche/r Mitarbeiter/in	Burgherr Thomas, SVP/AG	Gutersohn Thomas	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
474	534	15		Vögeli Urs	Persönliche/r Mitarbeiter/in	Register der Zutrittberechtigten 2016-01-21 N.pdf	5
475	535	0		Burkart Thierry, FDP-Liberale/AG		Register der Zutrittberechtigten 2016-01-21 N.pdf	6
476	536	1				Register der Zutrittberechtigten 2016-01-21 N.pdf	6
477	537	2		Buttet Yannick, PDC/VS		Register der Zutrittberechtigten 2016-01-21 N.pdf	6
478	538	3				Register der Zutrittberechtigten 2016-01-21 N.pdf	6
479	539	4		Campell Duri, BDP/GR		Register der Zutrittberechtigten 2016-01-21 N.pdf	6
480	540	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	6
481	541	6	Die Schweizerische Post AG	Candinas Martin, CVP/GR	Dietrich Matthias	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
482	542	7	hotelleriesuisse		Hans Christophe	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
483	543	8	Associazione Svizzera inquilini	Carobbio Guscetti Marina, SP/TI	Töngi Michael	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
484	544	9	Collaboratore/trice personale		La Mantia Luigina Liliana	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
485	545	10	Repubblica e Cantone Ticino	Cassis Ignazio, FDP-Liberale/TI	Guerra Sara	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
486	546	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	6
487	547	12	Invité(e)	Chevalley Isabelle, pvl/VD	Seydoux Laurent	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
488	548	13	Burson-Marsteller AG		Frey Tim	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
489	549	14	Ordine dei Medici del Canton Ticino	Chiesa Marco, UDC/TI	Denti Franco Eugenio	Register der Zutrittberechtigten 2016-01-21 N.pdf	6
490	550	15				Register der Zutrittberechtigten 2016-01-21 N.pdf	6
491	551	0	Gast	Clottu Raymond, UDC/NE	Herren Eric	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
492	552	1				Register der Zutrittberechtigten 2016-01-21 N.pdf	7
493	553	2	Schweizer Tourismus-Verband	de Buman Dominique, PDC/FR	Gisi Barbara	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
494	554	3	Parlamentarische Gruppe Schweiz-Armenien		Shahinian Sarkis	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
495	555	4	Schweizerischer Gewerbeverband	de Courten Thomas, SVP/BL	Gfeller Kurt	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
496	556	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	7
497	557	6	Collaborateur(rice) personnel(le)	de la Reussille Denis, PdT/NE	Ioset Amanda	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
498	558	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	7
499	559	8	Economiesuisse	Derder Fathi, PLR/VD	Gaggini Cristina	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
500	560	9	Invité(e)		Balet Emery Chantal	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
501	561	10	Gast	Dettling Marcel, SVP/SZ	Lienert Monika	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
502	562	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	7
503	563	12		Dobler Marcel, FDP-Liberale/SG		Register der Zutrittberechtigten 2016-01-21 N.pdf	7
504	564	13				Register der Zutrittberechtigten 2016-01-21 N.pdf	7
505	565	14	HEV Zürich	Egloff Hans, SVP/ZH	Leiser Albert	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
506	566	15		Gmür Ansgar	HEV Schweiz	Register der Zutrittberechtigten 2016-01-21 N.pdf	7
507	567	0	Migros-Genossenschaftsbund	Eichenberger-Walther Corina, FDP-Liberale/AG	Schläpfer Martin	Register der Zutrittberechtigten 2016-01-21 N.pdf	8
508	568	1	Farner Consulting AG		Heller Daniel	Register der Zutrittberechtigten 2016-01-21 N.pdf	8
509	569	2		Estermann Yvette, SVP/LU		Register der Zutrittberechtigten 2016-01-21 N.pdf	8
510	570	3				Register der Zutrittberechtigten 2016-01-21 N.pdf	8
511	571	4		Eymann Christoph, LDP/BS		Register der Zutrittberechtigten 2016-01-21 N.pdf	8
512	572	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	8
513	573	6	Gast	Fässler Daniel, CVP/AI	Fässler-Eiermann Helen	Register der Zutrittberechtigten 2016-01-21 N.pdf	8
514	574	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	8
515	575	8		Fehlmann Rielle Laurence, PSS/GE		Register der Zutrittberechtigten 2016-01-21 N.pdf	8
516	576	9				Register der Zutrittberechtigten 2016-01-21 N.pdf	8
517	577	10		Feller Olivier, PLR/VD		Register der Zutrittberechtigten 2016-01-21 N.pdf	8
518	578	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	8
519	579	12	Schweizerischer Gewerkschaftsbund SGB	Feri Yvonne, SP/AG	Bühlmann Regula	Register der Zutrittberechtigten 2016-01-21 N.pdf	8
520	580	13	Persönliche/r Mitarbeiter/in		Gujer Mia	Register der Zutrittberechtigten 2016-01-21 N.pdf	8
521	581	14		Fiala Doris, FDP-Liberale/ZH		Register der Zutrittberechtigten 2016-01-21 N.pdf	8
522	582	15				Register der Zutrittberechtigten 2016-01-21 N.pdf	8
523	583	0	Schweizerische Bankiervereinigung	Flach Beat, glp/AG	Hämisegger Kuno	Register der Zutrittberechtigten 2016-01-21 N.pdf	9
524	584	1	SIA Schweizerischer Ingenieur- und Architektenverein		Bächtold Hans-Georg	Register der Zutrittberechtigten 2016-01-21 N.pdf	9
525	585	2	Persönliche/r Mitarbeiter/in	Flückiger-Bäni Sylvia, SVP/AG	Horber Ruedi	Register der Zutrittberechtigten 2016-01-21 N.pdf	9
526	586	3				Register der Zutrittberechtigten 2016-01-21 N.pdf	9
527	587	4	Verband der Schweizerischen Gasindustrie	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	Register der Zutrittberechtigten 2016-01-21 N.pdf	9
528	588	5				Register der Zutrittberechtigten 2016-01-21 N.pdf	9
529	589	6	Persönliche/r Mitarbeiter/in	Frehner Sebastian, SVP/BS	Thüring Joël A.	Register der Zutrittberechtigten 2016-01-21 N.pdf	9
530	590	7	Novartis Pharma AG		Britt Jean-Christophe	Register der Zutrittberechtigten 2016-01-21 N.pdf	9
